md,GR
4619.5,86.239
4620,84.048
4620.5,85.023
4621,86.7
4621.5,88.388
4622,89.129
4622.5,89.585
4623,88.838
4623.5,87.932
4624,89.047
4624.5,92.099
4625,95.157
4625.5,95.655
4626,94.765
4626.5,91.84
4627,86.767
4627.5,82.128
4628,76.972
4628.5,77.131
4629,78.089
4629.5,79.356
4630,81.085
4630.5,83.1
4631,85.044
4631.5,86.358
4632,87.705
4632.5,89.326
4633,90.544
4633.5,91.755
4634,94.126
4634.5,94.938
4635,94.402
4635.5,89.299
4636,83.722
4636.5,82.859
4637,84.137
4637.5,86.13
4638,85.095
4638.5,84.143
4639,84.635
4639.5,87.211
4640,91.061
4640.5,94.68
4641,94.778
4641.5,91.786
4642,88.815
4642.5,90.762
4643,94.474
4643.5,97.448
4644,96.088
4644.5,93.218
4645,90.846
4645.5,90.273
4646,90.187
4646.5,91.203
4647,92.363
4647.5,93.356
4648,94.077
4648.5,95.565
4649,95.652
4649.5,95.42
4650,94.373
4650.5,92.838
4651,91.197
4651.5,90.498
4652,91.545
4652.5,91.987
4653,91.389
4653.5,93.489
4654,97.347
4654.5,101.135
4655,101.184
4655.5,98.715
4656,96.35
4656.5,95.024
4657,93.411
4657.5,92.401
4658,91.122
4658.5,89.206
4659,87.047
4659.5,84.497
4660,84.269
4660.5,85.517
4661,89.258
4661.5,91.831
4662,92.081
4662.5,92.137
4663,90.99
4663.5,84.396
4664,76.102
4664.5,71.998
4665,73.267
4665.5,78.024
4666,81.825
4666.5,81.623
4667,81.351
4667.5,81.265
4668,80.877
4668.5,79.854
4669,79.357
4669.5,79.899
4670,80.819
4670.5,81.707
4671,81.931
4671.5,82.205
4672,82.633
4672.5,83.469
4673,89.072
4673.5,94.277
4674,95.728
4674.5,95.218
4675,93.687
4675.5,91.417
4676,88.412
4676.5,87.757
4677,88.128
4677.5,90.041
4678,91.987
4678.5,91.854
4679,90.899
4679.5,90.18
4680,91.471
4680.5,92.179
4681,91.217
4681.5,90.102
4682,89.862
4682.5,91.257
4683,94.85
4683.5,98.76
4684,99.582
4684.5,97.245
4685,94.737
4685.5,94.622
4686,96.755
4686.5,97.374
4687,96.376
4687.5,93.965
4688,90.843
4688.5,88.933
4689,88.506
4689.5,88.53
4690,89.426
4690.5,90.062
4691,90.069
4691.5,90.144
4692,90.704
4692.5,91.805
4693,92.476
4693.5,92.815
4694,93.351
4694.5,94.527
4695,96.081
4695.5,97.906
4696,100.135
4696.5,100.723
4697,97.909
4697.5,96.14
4698,96.859
4698.5,98.808
4699,98.95
4699.5,97.932
4700,96.499
4700.5,94.524
4701,89.434
4701.5,86.175
4702,85.822
4702.5,86.575
4703,84.266
4703.5,79.016
4704,74.847
4704.5,74.446
4705,76.242
4705.5,76.23
4706,72.253
4706.5,66.712
4707,64.767
4707.5,68.212
4708,75.15
4708.5,82.508
4709,88.393
4709.5,91.35
4710,89.8
4710.5,88.335
4711,87.426
4711.5,86.22
4712,84.346
4712.5,82.88
4713,82.322
4713.5,81.176
4714,77.635
4714.5,75.242
4715,75.227
4715.5,80.081
4716,89.219
4716.5,92.818
4717,90.259
4717.5,84.449
4718,79.508
4718.5,78.135
4719,77.902
4719.5,77.818
4720,74.26
4720.5,70.723
4721,65.513
4721.5,58.237
4722,55.334
4722.5,57.714
4723,64.994
4723.5,68.436
4724,62.326
4724.5,51.082
4725,40.954
4725.5,36.745
4726,37.043
4726.5,37.496
4727,37.762
4727.5,38.195
4728,37.969
4728.5,37.186
4729,35.912
4729.5,34.827
4730,32.501
4730.5,29.955
4731,25.922
4731.5,23.348
4732,22.515
4732.5,22.416
4733,22.503
4733.5,22.659
4734,22.768
4734.5,27.338
4735,34.455
4735.5,44.239
4736,51.417
4736.5,52.209
4737,44.507
4737.5,35.398
4738,27.134
4738.5,27.592
4739,31.868
4739.5,36.208
4740,35.501
4740.5,33.629
4741,32.826
4741.5,34.991
4742,46.037
4742.5,57.042
4743,69.063
4743.5,74.798
4744,78.41
4744.5,80.773
4745,81.919
4745.5,83.001
4746,84.217
4746.5,84.74
4747,84.393
4747.5,83.92
4748,83.114
4748.5,82.042
4749,81.338
4749.5,81.113
4750,83.262
4750.5,85.608
4751,85.917
4751.5,85.227
4752,82.791
4752.5,79.406
4753,76.13
4753.5,74.133
4754,74.071
4754.5,74.142
4755,75.77
4755.5,78.471
4756,83.633
4756.5,86.893
4757,88.869
4757.5,88
4758,85.071
4758.5,84.495
4759,82.31
4759.5,72.787
4760,60.548
4760.5,46.685
4761,32.822
4761.5,28.245
4762,26.303
4762.5,27.076
4763,31.029
4763.5,41.359
4764,50.327
4764.5,59.105
4765,68.945
4765.5,74.95
4766,76.736
4766.5,75.641
4767,75.038
4767.5,75.338
4768,78.338
4768.5,83.068
4769,85.069
4769.5,85.428
4770,84.784
4770.5,84.231
4771,84.075
4771.5,84.717
4772,90.546
4772.5,96.552
4773,98.62
4773.5,96.469
4774,96.24
4774.5,96.261
4775,95.37
4775.5,91.286
4776,91.318
4776.5,92.341
4777,92.461
4777.5,87.13
4778,77.32
4778.5,65.478
4779,55.548
4779.5,50.173
4780,51.505
4780.5,56.914
4781,57.168
4781.5,56.094
4782,56.916
4782.5,62.284
4783,71.706
4783.5,80.205
4784,85.227
4784.5,90.82
4785,92.389
4785.5,93.277
4786,91.576
4786.5,89.219
4787,87.571
4787.5,87.411
4788,88.993
4788.5,90.629
4789,92.901
4789.5,94.762
4790,94.234
4790.5,88.863
4791,83.838
4791.5,82.322
4792,84.638
4792.5,87.61
4793,87.599
4793.5,76.347
4794,67.529
4794.5,59.931
4795,55.388
4795.5,54.936
4796,57.482
4796.5,60.863
4797,67.049
4797.5,70.998
4798,75.105
4798.5,79.446
4799,84.073
4799.5,85.697
4800,84.497
4800.5,83.374
4801,83.586
4801.5,86.888
4802,91.366
4802.5,95.598
4803,95.117
4803.5,93.166
4804,89.563
4804.5,91.712
4805,93.607
4805.5,94.674
4806,95.319
4806.5,94.062
4807,91.021
4807.5,88.161
4808,80.685
4808.5,68.649
4809,56.016
4809.5,42.07
4810,30.254
4810.5,26.068
4811,26.14
4811.5,28.734
4812,39.244
4812.5,54.677
4813,70.021
4813.5,81.202
4814,86.856
4814.5,88.646
4815,85.732
4815.5,82.401
4816,81.145
4816.5,80.823
4817,80.508
4817.5,77.414
4818,72.946
4818.5,69.994
4819,70.287
4819.5,71.506
4820,75.185
4820.5,80.608
4821,84.178
4821.5,83.782
4822,79.216
4822.5,76.603
4823,79.531
4823.5,83.678
4824,84.683
4824.5,84.445
4825,83.52
4825.5,83.868
4826,88.088
4826.5,91.917
4827,91.126
4827.5,88.07
4828,82.54
4828.5,77.53
4829,74.105
4829.5,71.635
4830,70.858
4830.5,77.412
4831,85.329
4831.5,92.149
4832,94.372
4832.5,94.068
4833,94.204
4833.5,99.093
4834,104.018
4834.5,108.98
4835,109.376
4835.5,103.852
4836,95.692
4836.5,85.445
4837,82.358
4837.5,81.361
4838,81.822
4838.5,82.438
4839,82.547
4839.5,80.703
4840,79.054
4840.5,77.457
4841,75.885
4841.5,74.315
4842,72.651
4842.5,70.018
4843,63.772
4843.5,58.402
4844,56.075
4844.5,59.196
4845,58.496
4845.5,52.772
4846,43.552
4846.5,36.772
4847,33.834
4847.5,33.773
4848,37.265
4848.5,41.86
4849,46.274
4849.5,51.252
4850,54.527
4850.5,54.692
4851,48.435
4851.5,41.449
4852,38.03
4852.5,34.32
4853,30.474
4853.5,24.599
4854,21.468
4854.5,21.404
4855,25.099
4855.5,30.351
4856,35.031
4856.5,35.878
4857,31.037
4857.5,27.071
4858,23.777
4858.5,22.262
4859,21.788
4859.5,21.705
4860,21.557
4860.5,21.418
4861,21.524
4861.5,21.888
4862,23.305
4862.5,23.996
4863,27.683
4863.5,37.047
4864,48.332
4864.5,59.783
4865,74.662
4865.5,92.428
4866,100.987
4866.5,106.745
4867,107.102
4867.5,107.26
4868,106.168
4868.5,104.436
4869,104.602
4869.5,105.437
4870,105.848
4870.5,105.675
4871,104.883
4871.5,103.197
4872,101.672
4872.5,100.816
4873,101.803
4873.5,104.163
4874,104.401
4874.5,104.3
4875,104.199
4875.5,104.143
4876,104.292
4876.5,104.571
4877,104.497
4877.5,104.142
4878,103.801
4878.5,103.768
4879,104.193
4879.5,105.632
4880,106.059
4880.5,104.955
4881,104.162
4881.5,104.178
4882,105.101
4882.5,105.691
4883,102.908
4883.5,99.407
4884,97.911
4884.5,99.42
4885,102.677
4885.5,106.049
4886,105.62
4886.5,103.427
4887,101.342
4887.5,100.157
4888,99.921
4888.5,100.893
4889,101.742
4889.5,103.243
4890,104.744
4890.5,105.082
4891,103.16
4891.5,101.753
4892,102.031
4892.5,103.263
4893,103.515
4893.5,102.49
4894,101.221
4894.5,100.334
4895,99.535
4895.5,99.738
4896,102.048
4896.5,103.289
4897,102.468
4897.5,101.982
4898,103.013
4898.5,104.312
4899,104.068
4899.5,101.391
4900,98.401
4900.5,96.337
4901,97.708
4901.5,99.054
4902,99.71
4902.5,100.025
4903,100.362
4903.5,100.667
4904,99.195
4904.5,97.185
4905,96.728
4905.5,98.052
4906,101.648
4906.5,102.909
4907,101.055
4907.5,99.778
4908,99.804
4908.5,103.346
4909,104.894
4909.5,105.798
4910,105.355
4910.5,99.2
4911,95.306
4911.5,95.32
4912,98.206
4912.5,101.805
4913,102.808
4913.5,101.093
4914,98.532
4914.5,95.752
4915,95.196
4915.5,97.173
4916,99.446
4916.5,100.353
4917,97.954
4917.5,95.38
4918,95.862
4918.5,98.199
4919,101.843
4919.5,104.432
4920,106.445
4920.5,107.546
4921,105.458
4921.5,100.735
4922,96.056
4922.5,91.792
4923,90.632
4923.5,94.571
4924,100.757
4924.5,105.068
4925,105.73
4925.5,105.243
4926,103.431
4926.5,103.327
4927,104.758
4927.5,106.213
4928,105.705
4928.5,101.821
4929,97.134
4929.5,95.22
4930,95.767
4930.5,97.597
4931,98.98
4931.5,99.215
4932,99.229
4932.5,99.192
4933,98.894
4933.5,97.715
4934,95.795
4934.5,94.877
4935,94.367
4935.5,93.748
4936,92.957
4936.5,91.494
4937,87.697
4937.5,84.644
4938,84.61
4938.5,86.26
4939,88.336
4939.5,89.065
4940,89.789
4940.5,91.031
4941,94.359
4941.5,98.487
4942,101.528
4942.5,100.605
4943,95.947
4943.5,93.49
4944,92.349
4944.5,91.182
4945,85.648
4945.5,79.905
4946,79.009
4946.5,79.511
4947,83.367
4947.5,88.17
4948,93.507
4948.5,98.953
4949,103.915
4949.5,108.217
4950,112.199
4950.5,115.502
4951,111.839
4951.5,104.401
4952,97.833
4952.5,94.438
4953,94.198
4953.5,96.4
4954,97.672
4954.5,95.662
4955,81.413
4955.5,68.061
4956,47.737
4956.5,34.028
4957,38.522
4957.5,49.448
4958,60.762
4958.5,63.735
4959,58.638
4959.5,48.937
4960,39.131
4960.5,38.254
4961,44.166
4961.5,53.196
4962,64.949
4962.5,66.108
4963,62.011
4963.5,53.888
4964,46.167
4964.5,34.109
4965,28.81
4965.5,26.431
4966,28.545
4966.5,33.353
4967,39.955
4967.5,45.34
4968,45.444
4968.5,45.549
4969,47.385
4969.5,49.774
4970,51.308
4970.5,49.86
4971,50.526
4971.5,56.263
4972,64.602
4972.5,71.355
4973,75.697
4973.5,80.291
4974,85.025
4974.5,88.928
4975,90.423
4975.5,92.474
4976,97.012
4976.5,103.512
4977,104.392
4977.5,104.265
4978,99.99
4978.5,94.367
4979,91.234
4979.5,91.975
4980,94.469
4980.5,98.37
4981,102.94
4981.5,106.716
4982,105.307
4982.5,96.976
4983,90.804
4983.5,86.314
4984,88.792
4984.5,94.125
4985,99.193
4985.5,101.838
4986,101.875
4986.5,102.758
4987,102.771
4987.5,100.028
4988,95.5
4988.5,93.025
4989,94.959
4989.5,98.907
4990,101.901
4990.5,100.769
4991,97.609
4991.5,94.135
4992,93.122
4992.5,92.645
4993,93.296
4993.5,95.529
4994,97.877
4994.5,97.766
4995,96.266
4995.5,94.731
4996,95.636
4996.5,98.449
4997,100.633
4997.5,101.278
4998,100.927
4998.5,99.527
4999,98.723
4999.5,99.236
5000,101.684
5000.5,104.205
5001,104.56
5001.5,104.175
5002,102.127
5002.5,100.096
5003,97.222
5003.5,93.729
5004,90.88
5004.5,87.828
5005,86.583
5005.5,85.469
5006,83.853
5006.5,82.55
5007,84.157
5007.5,87.012
5008,87.642
5008.5,84.499
5009,81.019
5009.5,77.337
5010,69.675
5010.5,61.357
5011,54.921
5011.5,51.72
5012,56.253
5012.5,72.72
5013,89.215
5013.5,97.353
5014,99.193
5014.5,95.661
5015,92.012
5015.5,92.323
5016,95.822
5016.5,99.488
5017,103.776
5017.5,106.476
5018,107.375
5018.5,107.708
5019,106.887
5019.5,106.188
5020,106.389
5020.5,106.337
5021,105.866
5021.5,104.519
5022,102.504
5022.5,102.632
5023,104.616
5023.5,106.523
5024,104.47
5024.5,101.163
5025,99.968
5025.5,99.845
5026,100.058
5026.5,100.455
5027,101.067
5027.5,101.551
5028,101.528
5028.5,101.366
5029,99.756
5029.5,99.145
5030,100.575
5030.5,102.384
5031,103.267
5031.5,102.618
5032,100.672
5032.5,98.339
5033,96.789
5033.5,95.325
5034,94.005
5034.5,93.044
5035,93.391
5035.5,95.075
5036,96.319
5036.5,95.786
5037,94.516
5037.5,93.742
5038,93.962
5038.5,94.754
5039,97.225
5039.5,100.148
5040,102.815
5040.5,101.975
5041,98.372
5041.5,94.48
5042,91.25
5042.5,91.145
5043,91.3
5043.5,92.921
5044,93.563
5044.5,94.937
5045,95.896
5045.5,95.914
5046,96.05
5046.5,97.175
5047,100.612
5047.5,100.369
5048,89.866
5048.5,75.523
5049,73.388
5049.5,74.265
5050,77.403
5050.5,79.429
5051,81.192
5051.5,84.174
5052,88.037
5052.5,90.885
5053,92.713
5053.5,93.757
5054,92.826
5054.5,91.083
5055,91.59
5055.5,92.965
5056,94.838
5056.5,96.432
5057,96.559
5057.5,96.866
5058,96.973
5058.5,95.415
5059,92.501
5059.5,91.498
5060,92.26
5060.5,95.651
5061,104.601
5061.5,112.465
5062,118.95
5062.5,119.648
5063,114.09
5063.5,107.206
5064,101.339
5064.5,95.495
5065,88.295
5065.5,75.162
5066,65.253
5066.5,55.922
5067,51.198
5067.5,51.133
5068,52.915
5068.5,56.406
5069,57.836
5069.5,58.718
5070,58.318
5070.5,57.081
5071,55.888
5071.5,54.928
5072,52.595
5072.5,47.497
5073,41.969
5073.5,39.773
5074,40.418
5074.5,41.06
5075,40.157
5075.5,39.288
5076,40.033
5076.5,42.95
5077,47.047
5077.5,54.685
5078,66.929
5078.5,77.583
5079,88.237
5079.5,97.045
5080,102.312
5080.5,101.348
5081,89.593
5081.5,81.329
5082,75.927
5082.5,79.341
5083,85.765
5083.5,89.27
5084,86.774
5084.5,83.428
5085,78.006
5085.5,72.402
5086,64.505
5086.5,51.664
5087,40.724
5087.5,41.22
5088,48.541
5088.5,56.246
5089,55.887
5089.5,49.263
5090,42.289
5090.5,36.839
5091,35.984
5091.5,38.689
5092,46.651
5092.5,58.859
5093,70.519
5093.5,78.851
5094,82.166
5094.5,82.262
5095,82.046
5095.5,83.552
5096,91.333
5096.5,96.979
5097,99.002
5097.5,96.308
5098,91.182
5098.5,85.451
5099,79.719
5099.5,72.079
5100,66.045
5100.5,62.056
5101,59.821
5101.5,60.378
5102,61.718
5102.5,62.555
5103,62.034
5103.5,60.549
5104,58.776
5104.5,57.013
5105,54.944
5105.5,54.066
5106,55.484
5106.5,56.765
5107,56.596
5107.5,55.831
5108,55.856
5108.5,56.912
5109,57.246
5109.5,56.386
5110,54.482
5110.5,52.294
5111,49.629
5111.5,48.482
5112,52.382
5112.5,58.669
5113,61.707
5113.5,57.872
5114,53.333
5114.5,50.991
5115,51.958
5115.5,55.538
5116,57.577
5116.5,58.929
5117,57.319
5117.5,56.864
5118,58.938
5118.5,60.817
5119,63.654
5119.5,64.537
5120,65.265
5120.5,66.457
5121,70.232
5121.5,72.423
5122,68.706
5122.5,65.589
5123,65.128
5123.5,69.738
5124,74.715
5124.5,77.857
5125,77.647
5125.5,76.415
5126,75.775
5126.5,77.26
5127,79.508
5127.5,83.97
5128,88.86
5128.5,89.079
5129,85.186
5129.5,81.995
5130,81.12
5130.5,81.21
5131,81.408
5131.5,80.945
5132,80.143
5132.5,80.007
5133,80.355
5133.5,81.054
5134,81.885
5134.5,82.788
5135,83.516
5135.5,83.648
5136,82.827
5136.5,82.142
5137,81.939
5137.5,81.792
5138,81.953
5138.5,82.126
5139,81.425
5139.5,79.762
5140,79.056
5140.5,78.52
5141,78.175
5141.5,77.724
5142,78.728
5142.5,80.911
5143,82.515
5143.5,82.81
5144,82.585
5144.5,81.209
5145,81.365
5145.5,83.573
5146,86.578
5146.5,89.406
5147,90.725
5147.5,91.82
5148,91.805
5148.5,91.431
5149,91.045
5149.5,90.499
5150,86.799
5150.5,82.652
5151,79.026
5151.5,78.819
5152,82.77
5152.5,86.987
5153,90.148
5153.5,91.793
5154,92.489
5154.5,92.727
5155,92.965
5155.5,92.528
5156,91.088
5156.5,89.524
5157,89.105
5157.5,89.583
5158,90.723
5158.5,92.251
5159,93.882
5159.5,93.957
5160,92.818
5160.5,92.646
5161,94.004
5161.5,95.236
5162,94.228
5162.5,90.639
5163,89.581
5163.5,91.972
5164,95.013
5164.5,96.991
5165,97.32
5165.5,98.569
5166,98.942
5166.5,97.681
5167,92.355
5167.5,91.293
5168,94.125
5168.5,96.095
5169,96.838
5169.5,96.787
5170,96.086
5170.5,94.922
5171,94.186
5171.5,94.566
5172,96.055
5172.5,98.286
5173,102.147
5173.5,105.298
5174,107.901
5174.5,109.539
5175,109.044
5175.5,105.859
5176,102.599
5176.5,101.075
5177,101.071
5177.5,101.624
5178,102.189
5178.5,98.794
5179,97.826
5179.5,98.953
5180,101.705
5180.5,101.385
5181,99.475
5181.5,99.198
5182,101.001
5182.5,100.006
5183,95.989
5183.5,92.884
5184,94.498
5184.5,98.731
5185,104.152
5185.5,105.964
5186,106.369
5186.5,102.452
5187,100.336
5187.5,100.235
5188,101.655
5188.5,102.071
5189,100.849
5189.5,99.719
5190,100.951
5190.5,104.127
5191,104.73
5191.5,104.93
5192,104.687
5192.5,104.117
5193,102.276
5193.5,100.015
5194,99.554
5194.5,101.977
5195,103.605
5195.5,104.626
5196,103.506
5196.5,100.707
5197,98.537
5197.5,99.052
5198,100.604
5198.5,101.101
5199,100.787
5199.5,99.865
5200,99.118
5200.5,98.077
5201,97.07
5201.5,97.161
5202,98.83
5202.5,100.192
5203,102.132
5203.5,103.771
5204,103.962
5204.5,102.839
5205,101.605
5205.5,101.556
5206,102.589
5206.5,103.978
5207,104.978
5207.5,105.514
5208,105.513
5208.5,105.243
5209,104.974
5209.5,103.907
5210,101.44
5210.5,97.728
5211,98.212
5211.5,101.036
5212,104.844
5212.5,106.401
5213,105.198
5213.5,103.739
5214,102.174
5214.5,101.923
5215,102.555
5215.5,104.056
5216,104.01
5216.5,100.946
5217,98.849
5217.5,98.61
5218,99.289
5218.5,101.027
5219,100.695
5219.5,99.3
5220,97.495
5220.5,97.54
5221,98.729
5221.5,98.622
5222,97.273
5222.5,95.733
5223,94.911
5223.5,94.418
5224,94.448
5224.5,95.974
5225,98.473
5225.5,99.937
5226,100.463
5226.5,100.92
5227,101.37
5227.5,101.734
5228,102.135
5228.5,102.642
5229,103.078
5229.5,101.533
5230,99.26
5230.5,97.43
5231,97.726
5231.5,99.993
5232,105.178
5232.5,107.438
5233,106.354
5233.5,103.417
5234,101.703
5234.5,101.467
5235,101.725
5235.5,102.043
5236,103.439
5236.5,105.51
5237,105.964
5237.5,103.82
5238,98.671
5238.5,97.299
5239,97.509
5239.5,97.732
5240,96.15
5240.5,93.665
5241,92.72
5241.5,96.073
5242,101.99
5242.5,106.556
5243,107.415
5243.5,108.333
5244,107.895
5244.5,104.118
5245,98.78
5245.5,94.911
5246,95.241
5246.5,96.176
5247,98.139
5247.5,99.865
5248,101.585
5248.5,103.06
5249,103.098
5249.5,102.056
5250,98.988
5250.5,98.424
5251,98.673
5251.5,98.911
5252,98.149
5252.5,97.732
5253,98.281
5253.5,98.062
5254,96.621
5254.5,94.982
5255,96.12
5255.5,98.347
5256,99.146
5256.5,99.159
5257,99.06
5257.5,97.487
5258,94.538
5258.5,94.014
5259,98.068
5259.5,101.703
5260,102.77
5260.5,101.843
5261,99.961
5261.5,98.374
5262,97.823
5262.5,99.478
5263,100.653
5263.5,99.006
5264,96.32
5264.5,93.714
5265,93.221
5265.5,92.688
5266,91.535
5266.5,92.093
5267,96.125
5267.5,102.767
5268,106.049
5268.5,108.941
5269,110.249
5269.5,110.488
5270,108.401
5270.5,105.558
5271,102.636
5271.5,99.448
5272,97.048
5272.5,97.395
5273,98.368
5273.5,98.643
5274,95.991
5274.5,93.245
5275,91.346
5275.5,91.539
5276,92.924
5276.5,94.125
5277,94.717
5277.5,95.541
5278,96.887
5278.5,98.425
5279,98.345
5279.5,97.529
5280,96.731
5280.5,96.363
5281,97.118
5281.5,99.642
5282,102.925
5282.5,106.041
5283,107.772
5283.5,107.541
5284,106.365
5284.5,104.614
5285,100.498
5285.5,96.234
5286,94.375
5286.5,96.152
5287,102.267
5287.5,106.011
5288,105.653
5288.5,101.288
5289,99.921
5289.5,101.293
5290,103.769
5290.5,104.71
5291,102.859
5291.5,100.144
5292,99.786
5292.5,100.458
5293,102.205
5293.5,102.956
5294,102.83
5294.5,102.005
5295,102.217
5295.5,104.312
5296,106.334
5296.5,105.814
5297,103.986
5297.5,103.818
5298,105.623
5298.5,107.882
5299,107.588
5299.5,106.961
5300,106.973
5300.5,107.484
5301,107.835
5301.5,107.132
5302,105.758
5302.5,103.034
5303,103.058
5303.5,103.12
5304,103.209
5304.5,101.991
5305,101.151
5305.5,101.94
5306,104.597
5306.5,107.015
5307,109.337
5307.5,110.649
5308,111.099
5308.5,110.725
5309,108.246
5309.5,106.353
5310,109.354
5310.5,113.653
5311,115.486
5311.5,111.86
5312,107.038
5312.5,102.59
5313,102.05
5313.5,103.84
5314,106.356
5314.5,109.107
5315,108.334
5315.5,106.88
5316,107.437
5316.5,108.838
5317,108.975
5317.5,108.552
5318,108.035
5318.5,111.165
5319,117.821
5319.5,116
5320,106.512
5320.5,97.025
5321,90.444
5321.5,89.294
5322,91.393
5322.5,97.022
5323,102.053
5323.5,106.073
5324,107.035
5324.5,104.91
5325,101.21
5325.5,100.212
5326,101.952
5326.5,102.942
5327,99.97
5327.5,96.916
5328,95.21
5328.5,97.966
5329,102.228
5329.5,104.601
5330,103.576
5330.5,102.293
5331,100.158
5331.5,99.209
5332,99.383
5332.5,100.837
5333,102.953
5333.5,102.679
5334,97.088
5334.5,85.779
5335,70.886
5335.5,54.885
5336,49.091
5336.5,52.42
5337,61.18
5337.5,67.81
5338,71.411
5338.5,75.479
5339,81.585
5339.5,84.849
5340,85.689
5340.5,85.05
5341,84.295
5341.5,84.02
5342,83.902
5342.5,83.358
5343,81.884
5343.5,80.142
5344,78.131
5344.5,76.23
5345,76.191
5345.5,76.701
5346,77.601
5346.5,79.596
5347,80.049
5347.5,79.271
5348,77.573
5348.5,77.3
5349,78.3
5349.5,79.721
5350,79.013
5350.5,76.899
5351,76.647
5351.5,80.324
5352,83.412
5352.5,83.887
5353,80.245
5353.5,77.311
5354,75.6
5354.5,74.016
5355,72.678
5355.5,71.951
5356,72.334
5356.5,74.151
5357,75.277
5357.5,76.068
5358,76.112
5358.5,76.114
5359,75.189
5359.5,72.437
5360,68.935
5360.5,66.659
5361,66.351
5361.5,66.441
5362,68.164
5362.5,70.752
5363,72.216
5363.5,72.988
5364,73.815
5364.5,74.641
5365,74.765
5365.5,73.723
5366,72.401
5366.5,71.12
5367,68.902
5367.5,67.321
5368,66.342
5368.5,66
5369,66.788
5369.5,68.939
5370,70.27
5370.5,71.21
5371,73.444
5371.5,75.696
5372,79.663
5372.5,81.222
5373,81.812
5373.5,84.134
5374,88.896
5374.5,94.595
5375,95.788
5375.5,96.452
5376,97.051
5376.5,97.793
5377,98.012
5377.5,98.454
5378,98.864
5378.5,99.159
5379,98.665
5379.5,98.981
5380,99.561
5380.5,100.018
5381,98.907
5381.5,97.411
5382,95.525
5382.5,92.523
5383,88.398
5383.5,87.762
5384,88.786
5384.5,89.042
5385,87.466
5385.5,86.189
5386,85.896
5386.5,86.145
5387,85.675
5387.5,84.528
5388,84.182
5388.5,83.795
5389,83.308
5389.5,83.648
5390,86.521
5390.5,88.629
5391,89.812
5391.5,89.816
5392,89.088
5392.5,88.212
5393,89.391
5393.5,92.26
5394,97.885
5394.5,97.269
5395,94.365
5395.5,92.817
5396,92.663
5396.5,92.475
5397,92.266
5397.5,92.221
5398,92.504
5398.5,93.402
5399,93.247
5399.5,92.905
5400,93.011
5400.5,93.895
5401,95.967
5401.5,96.981
5402,96.124
5402.5,93.071
5403,88.269
5403.5,82.065
5404,75.623
5404.5,69.203
5405,66.184
5405.5,65.432
5406,67.983
5406.5,71.236
5407,76.458
5407.5,81.55
5408,83.3
5408.5,82.188
5409,78.963
5409.5,75.619
5410,73.271
5410.5,71.901
5411,71.663
5411.5,72.135
5412,72.895
5412.5,75.732
5413,76.866
5413.5,79.74
5414,83.94
5414.5,90.194
5415,93.27
5415.5,96.138
5416,96.525
5416.5,95.27
5417,92.527
5417.5,87.291
5418,82.054
5418.5,77.924
5419,75.844
5419.5,75.468
5420,75.62
5420.5,77.252
5421,79.431
5421.5,82.538
5422,85.133
5422.5,90.781
5423,96.943
5423.5,105.025
5424,108.014
5424.5,100.762
5425,94.378
5425.5,86.406
5426,83.112
5426.5,81.199
5427,80.608
5427.5,80.032
5428,78.828
5428.5,74.238
5429,72.388
5429.5,73.059
5430,75.848
5430.5,80.713
5431,82.871
5431.5,83.921
5432,84.882
5432.5,85.942
5433,85.56
5433.5,82.896
5434,80.202
5434.5,78.575
5435,76.97
5435.5,75.018
5436,71.907
5436.5,69.184
5437,68.076
5437.5,68.078
5438,68.85
5438.5,67.443
5439,62.827
5439.5,56.806
5440,55.117
5440.5,58.786
5441,59.678
5441.5,59.532
5442,59.288
5442.5,65.991
5443,76.27
5443.5,81.488
5444,83.986
5444.5,86.508
5445,89.093
5445.5,92.506
5446,93.612
5446.5,93.849
5447,94.581
5447.5,99.913
5448,117.047
5448.5,135.133
5449,157.5
5449.5,161.475
5450,142.618
5450.5,125.014
5451,106.038
5451.5,102.105
5452,100.631
5452.5,96.365
